     MBA.cp7	MBA.cp4	MBA.cx2	MBA.cc2	MBA.cc4	MBA.cx1	MBA.cp3	MBA.cp6	MBA.cp5	MBA.cc6	MBA.cx4	MBA.cp2	MBA.cc3	MBA.cp1	MBA.cx3	MBA.cc5	MBA.cx5	MBA.cc1
31499_s_at	3.89864200078045	3.89373297112855	4.05851574678987	3.71441583378301	3.92282676139079	4.00910412593919	3.89418832016331	3.9498032149916	3.89707564267102	4.01066402897955	3.95449592653714	4.14476318504915	3.81419857614071	4.02251779877524	3.90284531690363	3.83310902480598	4.15584416471405	4.03320213630156
314_at	5.40710325667193	5.28553556074313	5.23557932569379	5.51423450365129	5.48870628641249	5.62157030546403	5.31663724448786	5.35994788006484	5.6364378056281	5.67299619902143	5.45133381178325	5.53251566133527	5.40659321999072	5.33659211438505	5.37300168036247	5.48411747585664	5.56814896869653	5.46677873253186
31500_at	5.82080601095968	5.88049338208090	6.4295166813858	6.17069446275798	5.91228814352451	5.96009046570033	5.88717071359801	5.87798091887951	5.89455064734993	5.95487790315057	5.76362970807496	6.06620356266381	5.91061270719975	5.70106581555462	5.85379798646656	5.80566724503307	6.06415031510968	5.55024581233738
31501_at	3.37650372486452	3.21293614691955	2.86134324522529	3.18237374625475	3.12202835709473	3.10211073493826	3.20921144036847	3.26497342149508	3.28769470476156	3.41467304944742	3.15651789719696	3.19238584614482	3.48584198655041	3.26368360827726	3.00484206935325	3.41553156913834	3.66822205721628	3.3171022827959
31502_at	5.56547760673354	5.51140000914604	5.87241460905122	5.46796994359362	5.41073624173606	5.47257593229863	5.49623098246914	5.61357335812338	5.77142230448391	5.962176481641	5.45263965365356	5.70392806371554	5.56890365799946	5.33977411840212	5.59510137808459	5.65990114208263	5.98754344467905	5.45973362350301
31503_at	7.80058557814096	7.77607247720475	7.26571798419172	6.94974671747052	7.91253067394683	7.87963863026544	7.60886454071936	7.67234242043245	7.46349038029557	6.84249849236316	7.889952295706	7.74620440161052	7.71474648327738	7.79067703185477	7.51529550819669	7.24163792381608	6.73179326699631	7.69681011629363
31504_at	5.85865631590354	5.65810049300971	5.25050261523782	5.72771482966723	5.42560365620043	5.78384240764823	6.26519087798612	6.08681098034017	6.08381948400185	5.88368618076981	5.76715183053659	5.91004907961322	6.04384148906802	6.36868672561793	6.20621324406999	6.24326280748263	6.11671571007859	6.1044176166315
31505_at	10.387122423231	10.4432548656468	10.2311302240475	10.1571695301465	10.7233280691069	10.3338683026582	9.74823597517307	9.93070030565371	9.7310518353471	9.48345115496781	10.0812477015727	9.73598417153702	9.7566199583094	9.83043138776677	9.87296176694107	9.64238988664983	9.54083971529121	9.95696959159152
31506_s_at	3.86549441259811	3.86614963277366	3.99125210328526	3.97985442853338	3.73043440962254	3.79772401875105	3.81864448243913	4.11237109864432	3.98048690809913	4.09856120327326	4.0281945060991	4.02868354207623	4.07677902898559	3.90457978095358	4.09202710051924	3.69760553017158	3.90918642176069	3.89074826942711
31507_at	2.53982240182259	2.7239912658474	2.87733314867225	2.76029242890772	2.83564513549519	2.64128634910764	2.77261283117712	2.67151261829652	2.72595420820137	2.73183957613395	2.79009330228857	2.82301500529527	2.9225035623551	2.53437710829263	2.7532684088797	2.75740624289005	2.74576051512366	2.63375093995814
31508_at	7.02591429470786	8.47044839499875	7.23881320802136	7.57868664463857	8.39972341080893	7.84553773059042	7.52656932181664	7.89215021375396	7.14745476505853	6.63235298580593	6.98646366287071	6.78744249770134	7.12399617061912	7.44910613563371	8.18226488474942	7.38424421688082	6.5792936944764	7.1168832313214
31509_at	8.26512650159266	8.4777622202551	8.11213434284805	8.34727420293559	8.52655976640954	8.33792084066383	7.93497912716646	7.99755052413345	7.89493876915896	7.9557570601077	7.96547899612364	7.91441606368736	8.00957072007085	7.94294590184746	8.13157162579203	7.96199293099993	8.07467847747947	8.119791052268
31510_s_at	7.38899349640971	7.5271115336154	7.14911163139058	7.73221248159992	8.0769001292985	7.65045803602814	5.94994234157715	6.25484011052845	6.35337611150751	5.68927486882355	6.30132317962945	6.09053779730121	5.84974972812808	5.72547151748251	5.87847889001588	6.19440532845688	5.64221973929964	6.39653856290216
31511_at	9.92449398567867	10.020007047646	9.75965307329067	9.80114550333602	9.9166061836483	9.97773033780256	9.52318584506103	9.59674040006936	9.36027309855828	9.15171427699387	9.5465795016779	9.67191374605541	9.47841449010815	9.47036328833502	9.58058973331146	9.31066049783368	9.2325469022947	9.46932911494512
31512_at	3.17453462061394	3.16111476359112	3.54606886802372	3.30331507944912	3.04826361538747	3.16613292558196	3.02861294423632	3.09229955953938	3.18300921596126	3.3729529781769	3.02801009393027	3.2039640111627	3.24910534913449	3.03771327966163	3.10276566615431	3.05509329121668	3.06279946026412	3.03140918702386
31513_at	3.45675885137529	3.37319435100972	4.38108776888196	3.6239852016562	3.49608135685284	3.35836827676872	3.44069505124163	3.4759553716482	3.55297015230462	3.54396073766055	3.4159836648821	3.71901421787124	3.51983767966389	3.28904347547836	3.40481401608343	3.38354059703652	3.87113665251984	3.18893312478819
31514_at	5.83941143076405	5.82437404187229	6.52324692168223	5.87803233734927	5.7682184673118	5.84535834128449	5.79877991888511	5.84035488731624	5.88933769935318	5.97902810721299	5.87854247107705	6.02312586682833	6.01174958555708	5.68478361288593	5.88537039945305	5.84050572241935	5.90639644377014	5.69416784003383
31515_at	4.91013883139755	4.83076648731376	5.0786821473318	4.85294999594217	4.83817507921437	4.85479507033403	4.83174208087497	4.94526270090394	4.86957578619244	4.9725829444188	4.90944653222635	4.93546733862209	4.97990003561465	4.76647517364049	4.84651685185464	4.8581324494265	4.84646670468647	4.87378285652051
31516_f_at	3.49464843221083	3.40355238045416	3.3481065719156	3.16997783806941	3.38464726701286	3.50679587158453	3.45898101050691	3.40678528388127	3.28291067649842	3.32654160213788	3.48514725391496	3.41399433283444	3.33014329839814	3.49304498270814	3.41790292960075	3.25469779989132	3.43114490366378	3.78192555851597
31517_f_at	3.14233563539337	3.08644288477901	3.08273866426646	3.17487669503926	3.17803580244123	3.17251998524866	3.34964407814920	3.10083748137007	3.05472009607213	2.99078217623402	3.41863699228032	3.18118999626007	3.09975415797623	3.189206162876	3.18372448196903	3.14005655868989	3.08346834015684	3.07436043633141
31518_i_at	2.24327647652608	2.41292157396619	3.07957720859233	2.356333958015	2.25418799443676	2.11069770828149	2.28553665822493	2.3296862601222	2.33277360518473	2.40575325152011	2.23391580322666	2.23914838700434	2.31705864704284	2.38274041004685	2.24508367753696	2.30991385326827	2.57585228936744	2.32765447862079
31519_f_at	3.93112337966343	3.63398562691184	3.60920033774375	3.3310238544887	4.0501158387356	3.82855008380594	3.68793089517723	3.80651727206395	3.40142308447165	3.34025704087134	3.92901975707664	3.67225098542317	3.52917830355348	3.61069170496535	3.48959164559887	3.46260087237908	3.06126180567468	3.85891911140591
31520_at	5.11781560565456	4.7993984020083	5.97358069816286	5.24635362360345	4.71526204666039	5.07687749422451	5.0882128625364	5.06176837335944	4.88628922724162	5.33478763924119	5.03115982088053	5.29004199132312	5.06226800713845	4.71801701415779	5.00494597251792	5.01022203675067	5.26726198213234	4.86875727622702
31521_f_at	6.07802995704788	6.14367820772046	7.0920647275972	6.08299008294752	5.58849602197598	6.27145689916038	5.89530960086661	5.94761715720606	5.77510026191258	5.85052961274269	5.47143702523052	6.2119336598195	5.95864441933465	5.66752687163258	5.83755215948523	5.53889749928692	5.96029322232363	5.45615810706403
31522_f_at	4.80336482080586	4.99856611304971	4.74072780510733	4.49369474583526	4.97295860827879	4.97187885276881	4.59433402309458	4.94549568506099	4.56817577029711	4.58020768836234	4.52420475523949	4.68950892034586	4.56179787154093	4.5783668408817	4.80373051952368	4.44861659596537	4.33643795015726	4.73242706797985
31523_f_at	5.0582576539095	5.46943619876013	4.71243789438858	4.9874805606097	4.95795816336693	5.18541169036637	4.95891341156699	5.19054423273006	4.98439453110412	5.13574701188405	5.08680291507211	5.01107903156272	4.90035752361588	5.04514045832638	5.07783539509065	4.96616816177508	4.96273492022284	5.19702859640618
31524_f_at	5.12959863993437	5.56355391480095	5.15502006707326	5.24804097078675	5.1688132717201	5.39720633856608	5.14674278357509	5.2768066428931	4.9315442541263	5.15414086413609	4.95494595388964	5.18433895784838	5.0222376453346	4.88756921411218	5.10054922139406	4.89315394595493	5.02458358074197	5.05577639182936
31525_s_at	7.11939755292795	6.4418948581717	6.85558892192048	7.1719852237323	6.05279895349374	6.66997835746108	7.83565574601468	6.79811577570801	6.96756734026518	6.1425526528701	5.93726185141414	6.67726653803196	7.0858551941861	8.0272080152707	6.75817602926632	6.35073010193777	6.07992545447076	5.9671655893717
31526_f_at	7.51451187257544	7.92574181928499	8.76944546019343	7.3940345846869	7.41730978443737	7.44227244673445	7.99828333633695	8.16531155871791	8.44864068417854	8.14820587012969	7.99584179167825	8.21490204545535	7.67034620813196	7.95877865044054	7.78516723293007	8.43905836358642	7.9434587560573	8.08488396459531
31527_at	8.88885669286784	8.88314949281609	8.35465812486243	8.55844820772801	9.55441673255115	8.4391941774193	8.66445163327923	9.0079057355667	8.4473508064481	7.92412502269377	9.36404808169338	8.24871464957521	8.56037876837464	8.82220617132707	8.97020780997432	8.71151349246311	8.2244820783434	9.31835812671997
31528_f_at	5.7257538433541	5.92762579489878	5.79479688461956	5.56589730902951	5.57937121564262	5.89579669403716	5.46921658891957	5.61427353591119	5.55037423456894	5.64075206036739	5.46173638196588	5.62110820975695	5.45575309870052	5.60820406289508	5.68337511271668	5.36786541636282	5.67373018729688	5.57761816135501
31529_at	3.48075894284347	3.41115047494821	3.71130006013902	3.52913242558273	3.44463375826607	3.51757154505151	3.53086627075532	3.27674607040485	3.63117011685218	3.70627775542917	3.40059744621478	3.61115281923761	3.43568799498052	3.57664659397921	3.48637266997980	3.52627290613897	3.60883064191666	3.53244944131669
31530_at	4.30589034395435	4.23873551954228	4.61871808040018	4.36879560444972	4.44891072478651	4.4729538650697	4.36825274783236	4.31978627234307	4.31190300872410	4.50029854931158	4.17446095104369	4.24059248980669	4.47600681666506	4.05987489023184	4.45519290536855	4.57203245418038	4.38976203894412	4.18361803203232
31531_g_at	4.01983746090286	4.08021611105923	4.28904617319861	4.02515029058053	4.05250663690635	4.08902853665648	4.05333416961463	3.82838985669923	3.95678502436951	3.95256742050395	4.06556133658269	4.08737871489818	4.06973205043016	3.98273327877880	4.04713870562836	4.09718531429728	4.17268518737958	4.05261955997913
31532_at	3.81869357702951	3.95398453833892	4.13750935510018	3.8086601370589	3.77205658044033	3.92587309476566	3.91204244631827	3.90580580845353	3.84004687851987	3.98386655624467	3.82637443907434	4.08063321177355	3.97826928682127	3.69516498719633	3.77867557620567	3.82600806146346	4.43051175142402	3.67825600347922
31533_s_at	4.74864235206404	4.87209203821361	5.3596956592777	4.83668854361017	4.781902509957	5.01792430645969	4.9544393495531	4.83250569717033	4.92880093670527	5.06125364828562	4.81539682428556	5.14026984949194	4.86752911151689	4.78443456462294	5.08523114611767	4.92579539374291	5.0804522635722	4.84404283432448
31534_at	5.53506407648544	5.62901954181558	5.25607377787602	4.70757838528336	4.86157826967497	5.5252403530981	5.24886876212599	5.37259035171478	5.16277140337931	5.00360895911103	4.96447067964859	5.51982886142779	5.19957147480688	5.11125713782425	5.18150805347445	4.97943905211428	5.10403282431822	4.7322697132314
31535_i_at	4.67532064981983	4.63121361735836	4.78845170289074	4.66414177533469	4.51162529348376	4.69372975739379	4.64042631596146	4.74259681572533	4.9341696225897	4.95763402447312	4.52047602267467	4.76296310595131	4.75184212044548	4.46406745363539	4.525269555298	4.75906666015987	4.8685832537508	4.48101265283363
31536_at	9.87391437116651	9.87895797677486	9.7483077582555	9.83007481648813	9.69005683287418	9.96644645723562	10.3697948730178	10.3942418227568	10.3304331671685	10.0977833539187	10.1098518017376	10.5168226603511	10.3558323490892	10.3716307827361	10.3079606409312	10.2798154861819	9.83497503487907	10.0869032753364
31537_at	3.91672663573568	3.77158336536817	4.15672760580279	3.94395163843006	3.82042775965485	4.01517534582975	3.83532459054854	3.64401931180502	3.91671882420017	3.89493563719229	3.74461099028492	4.06125045654186	4.01306721531988	3.70143403797398	3.73235369807592	3.74808855386549	3.94006225402557	3.79506850078424
31538_at	9.34224517600774	9.02376418583816	8.89001011327597	9.1035768544247	10.296777742225	9.36199174168246	9.13785924591293	8.86584387033925	8.88574395490708	8.52224371776151	10.040708113164	9.00114721539674	8.79942327198358	9.27578058929991	8.75634570496516	8.89343294800191	8.69063060583736	10.0351036961763
31539_r_at	1.97259785057019	2.0948909872828	2.164738486661	1.93219419534226	1.97910949385596	1.96249186324551	1.95083986072206	1.95824950695406	2.02136609855613	2.08042509950761	2.08170642579174	1.95107622048109	2.01004509614781	1.92989668195132	2.02505780276494	2.12470817293211	2.05598316760527	1.95744791173062
31540_at	2.47580977318344	2.43008174177204	2.8227208999339	2.36295704457306	2.36318171226611	2.36636853253466	2.46247326845236	2.47458171616422	2.73112294467164	2.58889434313084	2.36592746583378	2.57674845248751	2.39190049050186	2.29661447389872	2.46667553513622	2.42839324786867	2.91525786397066	2.39264896020795
31541_at	3.25169095737005	3.38227846605493	3.37221178689731	3.34375561702095	3.17553668205387	3.30248265478336	3.31455039490027	3.39283384029046	3.27638312451902	3.14412390078608	3.31193693068777	3.30770302524474	3.22780378609631	3.13897112728433	3.29418537015266	3.28503504625337	3.24345341122984	3.37336171442204
31542_at	2.44596149633771	2.33050664659609	2.48025250089193	2.46046714569185	2.35943231625298	2.50606714475866	2.54997469130366	2.53583109416113	2.56215152232436	2.41986903355169	2.39541685742149	2.40865954672465	2.43080401808625	2.7177389681638	2.34886759634492	2.45633316397194	2.65766709706763	2.37136871625804
31543_at	3.81361133702029	3.8199154276455	4.14400321980798	3.7365030892025	3.92213748151459	4.00129013718584	3.83567503573212	3.79655141538833	3.99641665829975	4.20233691078724	3.83597721674557	3.92289119332784	4.00684344722396	3.58547676982381	3.78362658650478	3.80469549009618	3.98503968278023	3.67387796074266
31544_at	5.8258874436399	5.86784824259193	6.18219490402726	5.96081363650619	5.85242685930166	5.92869813942303	6.05937290887948	5.90417097904652	6.05723555029502	6.17340318451597	5.91641521914437	5.95583642482344	5.8834668856624	5.88715805962214	5.92015050203438	5.98309758145175	6.24643801933443	5.87610577179955
31545_at	10.1406963095713	10.431696634396	10.0089981834958	10.1083567427462	10.4460551969758	10.1697811617213	9.7116474624602	9.9260271425845	9.53600119071772	9.43873156638455	9.89395178689952	9.8432053278073	9.67271324003306	9.81361162266554	9.9952424532748	9.68200896949055	9.48384740280625	9.92662214399577
31546_at	9.10682391699643	9.14454123576339	8.61457125768316	8.81801828777332	9.62500594295021	9.10218943842471	7.98663920295981	8.20152765663978	8.00740963782475	7.41857713839164	8.61644550021618	8.28646747377387	8.14646624101719	8.10169974216515	8.16615001184943	7.97202465050624	7.47387069602369	8.63196866684115
31547_at	3.59491442295996	3.51828499230068	4.19694472891649	3.78906638451718	3.44111718785193	3.70080738817377	3.52721630898164	3.44126872099294	3.45622226668845	3.50301837361827	3.38988860471573	3.67295169139567	3.5000504604583	3.42498139013467	3.52471030116577	3.40851961546014	3.6259779723036	3.43070474705349
31548_at	3.60297538633436	3.6120281413963	3.8080725770579	3.4977933850534	3.56992712641562	3.64651028260697	3.5864290830378	3.71745695692352	3.66643842974052	3.79923488479518	3.62699385236392	3.67310737817715	3.79419910561968	3.51042745733251	3.78481334963013	3.50717371304493	3.77478896592021	3.38849529020859
31549_at	3.0745726163724	2.93067001075758	3.38642729010577	3.18311319041542	3.29794909088005	3.17603495300211	3.17724740768642	3.01738918595731	3.21582908111081	3.19931132046017	3.21422930840558	3.34213390792173	3.41232653860295	3.1419477458318	3.23525461514322	3.21791459684046	3.12778460017783	3.12969543899126
31550_at	3.09058412715332	3.24848522370004	3.46916357660914	3.15659566081101	3.07751613567221	3.24811448798429	3.09383326548131	3.27588710184706	3.11198056123461	3.36763975019816	3.08693592603906	3.29545149854065	2.9711086156995	3.03668462543312	3.29259522340691	3.02954272481066	3.19017661573224	3.19982568697459
31551_at	5.40834516271716	5.25865853406669	5.75559810768208	5.49424037365192	5.41682349912776	5.31136981548278	5.30784914447128	5.25259935788643	5.3033583220919	5.69053907820956	5.3599273330178	5.44112227490394	5.3757167243198	5.266684175429	5.28267407292618	5.37989237494212	5.74309823669015	5.09594397859381
31552_at	2.91092783544908	2.82530936847648	3.31442695774052	2.92745114559682	2.87106867257618	2.95518466843403	2.89050898861786	2.69099450482626	2.79673996468432	2.8638193938615	2.68269570626899	2.80755285728007	2.78425471195119	2.68290160557238	2.61008763505393	2.75925631167868	2.80965985438135	2.55496528108016
31553_at	3.3931471763555	3.51611735081427	3.94516412807816	3.34777501496444	3.54537636387883	3.21582551311428	3.41789171503146	3.52189952172969	3.50860748704638	3.6154107040013	3.54861359046034	3.57616545564668	3.63627934862252	3.41089817057509	3.50302905728907	3.50138848463577	3.61896185281933	3.48593612345187
31554_at	5.16025699495103	5.27084152654286	5.49678366979001	5.17392681560369	5.17067834391261	5.30040338563867	5.26220178164355	5.23201918285092	5.32280710880048	5.37609381708446	5.19814241272632	5.30380756164475	5.35429413571167	5.25301808133343	5.33048106205942	5.30775782489339	5.56174308699532	5.12800430616453
31555_at	4.87161976462355	4.75532965893634	5.22172354283453	4.76832170321786	4.78227122930814	4.88004239052609	5.0905415946586	4.95456587020609	5.18337775174282	5.12031264018032	5.00746753057002	5.01001436146178	5.1125334043098	4.84455066453903	4.84563750473596	5.06352655980753	5.27848524088951	4.77259616838781
31556_at	3.78999626349595	3.84823782763005	4.19646705142324	3.87285875465917	3.64961092633389	3.96541739978052	3.93431557135318	3.95397243610656	4.13851093149379	4.06946753975446	3.76990608335071	3.88487716034167	4.10025279359815	3.8480074838706	3.8663618157548	3.92928641990527	4.08729819643907	3.81752228965209
31557_at	10.2277657104584	10.5334038453092	9.98362538299212	10.5804907141158	10.3786410234964	10.4828381467336	10.7438174350658	10.8986411602689	10.7728662446006	10.4210610459765	11.0635973155835	10.4728132509006	10.6399408619593	10.8355705068882	10.9087922404497	10.8700367016802	10.7708355283739	11.2542700459304
31558_at	2.55897031072941	2.58666258963713	3.12335405015103	2.62447536230618	2.59662464971374	2.63351208462835	2.61682303549924	2.54717747193564	2.66182406103792	2.66777463521422	2.71795247672916	2.84425338909007	2.70159342894163	2.72377750017013	2.69215938229769	2.68482426406228	2.98133283084449	2.56514414307941
31559_at	6.0236837386215	5.83598969122916	5.84570100458884	5.88079433942527	5.93602666010004	5.95150352082142	6.00514935436859	6.00543806949202	6.08924100410456	6.13631779834695	5.84230389679433	6.08790778546133	6.1103231686903	5.93866116331769	5.85852551168736	5.90451037639075	6.21262946806944	5.98280958638472
31560_at	3.63891347656686	3.64429647813555	3.77966563188082	3.46607251253065	3.32268049243003	3.67478886895867	3.61262549631811	3.6764332276426	3.8293059468951	3.672697952824	3.6106701745973	3.62708720645498	3.73976491894965	3.49284996924044	3.63475072303053	3.57189555924434	3.53855920452289	3.43419220553749
31561_at	2.81211302722876	2.86898847645541	3.29214578438191	3.00417600451195	2.88295138187309	2.78576597094859	2.78003565869168	2.68880386470334	2.95440436818692	2.91814990080857	3.05817314508364	3.0051233661884	2.89513974814867	2.85432339961076	2.76015523302874	2.9637347096436	3.1419901748599	2.82559748524409
31562_at	4.11118360390041	4.00591803724339	4.47413285996931	4.05233706194710	3.91231942543682	4.16624253281745	4.14726633724141	4.10370446974345	4.20822201192702	4.21368760519007	4.01855276216467	4.18587165372111	4.10584027920838	4.04167767964667	4.14990549402246	4.0295906774845	4.48729481893204	3.95135436263921
31563_at	3.09002349427636	3.08507324868959	3.44926643961817	3.18105717604788	3.04129660629095	3.1067890815485	3.03843609741546	3.14669439694269	3.14090011435495	3.24626708157289	3.04142294206134	3.06392696497099	3.1463448742482	3.09344092443732	3.06516979167625	3.25083206068401	3.18406842031871	3.05090693723418
31564_at	4.66611287001119	4.72187909081038	4.99031911841324	4.73365516282457	4.7947726770171	4.83725806988741	4.86377839494005	4.83304563192555	4.90492719994495	4.98241155637521	4.77310712269986	4.68534562842324	4.85871361137345	4.59036980496119	4.62549578924617	4.67946119708758	4.97927588702059	4.7785996242333
31565_at	4.17128410673134	4.1711042684705	4.43987867289396	4.23831990969201	4.02010829351254	4.2744049266649	4.11828715489793	4.08552282053574	4.222344557178	4.31561924826671	4.00634194649812	4.22497763217146	4.30494371934016	4.09685578053383	4.12698588621536	4.15814129549058	4.28696540826821	3.93906136817598
31566_at	4.03027892845246	3.96026431308653	4.31488818186345	4.16197529215765	4.18545208116297	4.25481858855638	4.23410747783805	4.28874898559825	4.19217567990324	4.13720782585183	4.13790114314706	4.28959794246654	4.29267342163431	3.95767211989047	4.00886167515303	4.20869370887107	4.17536298678313	4.11729251953273
31567_at	4.64748382258737	4.89363913581803	4.8058336394476	4.5907701915468	4.69332109673652	4.85912676228652	4.89176486261449	4.98006913845163	4.98605350116019	4.78888020106706	4.73243331874903	4.97273570089615	4.80784512818791	4.73266832033512	4.91937710830288	4.92675138317608	4.85728562251706	4.74057224130358
31568_at	10.0434422901358	10.1583749977625	9.7706889843382	9.97279811250928	10.3770402285041	10.0386849863977	9.64614551233851	9.82921638166475	9.46895632279525	9.49145979712893	9.95258801544101	9.66922442428302	9.70377754068831	9.6773807501282	9.85128819115013	9.51867770199383	9.33672642845119	9.99731302724964
31569_at	5.81760826451633	5.91563953516089	6.62227901029177	5.90162317366025	5.78208446595949	5.89275957425310	5.74205771920625	5.85260293442681	5.80929802303877	6.11063953839133	5.6013214906217	5.96117819651229	5.8661623442234	5.72353293996174	5.72458510607693	5.72109772429921	5.87344805556991	5.64118249783963
31570_at	2.78742657187411	2.76908787577431	2.90773589909208	2.78285953935776	2.67628659680474	2.67467456398284	2.88551622259079	2.81521513219995	2.9046495439654	2.7028954924878	2.80604764847134	2.90366467431126	2.86289884678902	2.70687836437942	2.84223324615838	2.61210572531396	2.87004933655981	2.70238086803312
31571_at	2.65403140114216	2.46092771214827	2.6040575138343	2.37488735050894	2.46902474104946	2.49448290902484	2.32065687281705	2.54634223912916	2.35426409677992	2.4176763229568	2.46687255787121	2.40551561304871	2.4192850149234	2.26354281512685	2.39239083695749	2.45708808751279	2.56188408703254	2.40931895367327
31572_at	4.90498931696922	4.83501846733851	5.21341877430428	4.77776168379433	4.82201718544276	4.87969431060408	4.90401312282251	4.87260541559769	4.92895462367432	5.08206458973409	4.82844696505058	4.97114951016414	4.93813956433497	4.89194884556618	4.8406439139663	4.87398634056438	4.73784930743877	4.79674005583917
31573_at	9.0991885710526	9.20790856620357	8.88925873355825	8.91804190865727	9.39187790974653	9.02332679097609	8.70776406895513	8.82527304176042	8.58361542560231	8.2050913397556	9.01406360167839	8.70176505994256	8.64505965066463	8.79323446569455	8.95400553543287	8.66493339193172	8.10114463045611	9.08354340439084
31574_i_at	3.65301941926969	3.5430408202943	3.64082127905658	3.40392079807778	3.59317142849383	3.53642879284819	3.61025634531819	3.44967852873809	3.34496750379112	3.56225167934875	3.28084585395126	3.48527975928174	3.5584065869471	3.44060458463642	3.50690190291097	3.03196116365446	3.56116391709519	3.45877526819817
31575_f_at	4.85263105600255	4.81704613332555	5.29784601955779	4.75277731714221	5.11385951900117	5.00920529665649	5.28072614053423	5.26911004955409	5.18640443213321	5.41113070547588	5.24229153449247	5.25615373944775	5.51396477389506	5.1064864274541	5.28496862064022	5.14786303511177	5.13841297919013	5.26167487267784
31576_at	3.61327061616883	3.52645712289586	4.15834979842388	3.63577117759944	3.63296927813413	3.62603479762799	3.65945243379513	3.6446068976884	3.73607691929259	4.00799518350396	3.59652923717439	3.71698352881629	3.65677616402624	3.58822084976245	3.7437439504642	3.92287336750858	3.69882707367435	3.5671454529866
31577_at	3.275417313618	3.36208955521642	3.14298067124068	3.5803257027538	2.97212019728045	3.47220608811170	3.04025558436266	3.12161193764471	2.9882873775191	3.37123381610893	3.05963579348546	3.13879525445121	3.18251138459759	3.17605059571504	3.11530765688635	3.19372347669101	3.20330947004447	2.98900108282062
31578_at	2.76208879195578	2.76163918438771	2.86102878743269	2.88125791759774	2.79083562959867	2.86190264961057	2.69404132903309	2.77713333740072	2.86499465773065	2.95385655504689	2.74079862720214	2.69037560331707	2.82886383293604	2.59194607053407	2.84580557817042	2.81861007953157	3.04829986336439	2.63902268626657
31579_at	5.14266263317539	5.07728216984781	5.44801344908411	5.37177851476053	5.25950118239271	5.37282334207668	5.23156993099611	5.35527119321712	5.35003824139786	5.3692431933222	5.16792881342667	5.29747579150697	5.34069015772467	5.10977845250987	5.15038399673041	5.09375722029633	5.37074507433825	4.94002543379896
31580_at	2.99392054992395	2.84681784980147	2.9745024525726	2.901913067432	2.93263720555407	2.93733947689004	2.75772551935115	2.71360915281652	2.88190664647880	3.1544459783595	2.81506106646922	3.10912860792735	2.88487467329204	2.86597388878781	2.98046846940526	2.67060575460063	3.02389452209946	2.75023033102424
31581_at	2.7178866393106	2.70793893912217	2.99496332951084	2.94788443209109	2.64800011429525	2.63277932446664	2.62391784260858	2.68096928747934	2.60090892089723	2.81917474955577	2.64828637137228	2.80236066574773	2.70297907263254	2.92328490155613	2.71299367302809	2.65409760120244	2.94073495495171	2.70851576739482
31582_at	3.44917974508876	3.33673004110662	3.47979833813774	3.40722590723525	3.36723842299837	3.59887439785329	3.34028860466938	3.36496784735169	3.254893499668	3.40864461018085	3.21177869193891	3.31322109810272	3.25532088247224	3.25234773883715	3.39184542872314	3.13479229588248	3.27819702763847	3.22905735371391
31583_at	9.99507443197674	10.1066158129956	9.76426769902661	9.90445894976368	10.4038215176224	9.9953166840535	9.28873248380045	9.61820735868354	9.08830234459877	8.94666217091819	9.5890724732965	9.40412936486279	9.36983560265003	9.33812116463953	9.48960862759254	9.17588999498856	8.98977448748768	9.58521479796984
31584_at	8.4594073029739	8.46393517523179	8.27183586418929	8.32767491668857	8.30338005507159	8.46177477199125	8.67685161400956	8.8103175627573	8.40968076897245	8.27263430183678	8.45859635823037	8.40866968922276	8.44137087019963	8.80213013187616	8.76316869540804	8.42421522889842	8.14468238871361	8.48475528416293
31585_at	4.60307851100058	4.37109263143492	4.53011209970274	4.3848473859028	4.36956009000514	4.48125598083208	4.74839970863792	4.7036050817846	4.62973524623974	4.66198050082001	4.43801472722393	4.85449047815765	4.66302002534005	4.93502330995323	4.75994295566276	4.85442691308002	4.73045503651914	4.69636389457876
31586_f_at	4.08324417563088	3.92085564709181	4.22876546323076	4.09638280439737	4.04374714438056	4.03352200849588	4.0908120589132	3.92344833948199	3.98678338650087	4.23522467998512	3.98841596081987	4.04231313808424	4.25998003316942	4.0495590490724	4.00554942869478	4.00859053548164	4.13685281862745	4.03489162732592
31587_at	5.51113300157648	5.47465237563682	5.74247086773789	5.44145000835077	5.39170845800634	5.46344315611956	5.50076678201644	5.55287419440156	5.58581322423556	5.63920372944939	5.44369773231163	5.60676450750902	5.50385264713388	5.40416949774309	5.51527122806369	5.53411123514308	5.70850130386352	5.40615859293667
31588_at	2.53553412310022	2.70823328818272	3.0314921038869	2.66078135358313	2.65614405691998	2.8733412271547	2.60677012816004	2.62944270449465	2.57615450874198	2.58373554774384	2.72205739475153	2.85632677104303	2.64907048870054	2.57161647906549	2.68219096996559	2.57310651107263	2.58809655096877	2.59664998161315
31589_at	3.77548937757995	3.81806837132393	4.20223054914761	4.10755738135686	3.91674774663968	3.97500633306711	3.80891369176477	3.72701834529527	3.95322903965909	3.983789631461	3.87033788115845	3.85159927894616	4.02193876685007	4.04896990406169	3.90608255912052	3.92234186685705	4.20181591216523	3.8490661068415
